"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2006","2006",11163,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2007","2007",11168,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2008","2008",11315,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2009","2009",11480,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2010","2010",11569,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2011","2011",11783,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2012","2012",11848,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2013","2013",11887,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2014","2014",11880,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2015","2015",11882,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2016","2016",11854,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2017","2017",11854,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2018","2018",11764,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2001","2001",9660,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2002","2002",9628,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2003","2003",9563,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2004","2004",9460,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2005","2005",9447,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2006","2006",9342,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2007","2007",9343,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2008","2008",9426,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2009","2009",9514,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2010","2010",9587,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2011","2011",9763,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2012","2012",9991,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2013","2013",10175,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2014","2014",10305,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2015","2015",10407,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2016","2016",10488,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2017","2017",10606,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011160","Spearwood","A","Annual","2018","2018",10829,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2001","2001",2492,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2002","2002",3019,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2003","2003",3502,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2004","2004",4245,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2005","2005",5188,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2006","2006",6182,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2007","2007",7694,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2008","2008",8784,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2009","2009",9884,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2010","2010",10585,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2011","2011",11449,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2012","2012",12642,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2013","2013",13737,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2014","2014",14394,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2015","2015",14935,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2016","2016",15480,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2017","2017",15951,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011161","Success - Hammond Park","A","Annual","2018","2018",16335,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2001","2001",6182,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2002","2002",6162,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2003","2003",6151,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2004","2004",6222,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2005","2005",6285,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2006","2006",6363,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2007","2007",6579,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2008","2008",6818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2009","2009",7180,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2010","2010",7321,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2011","2011",7548,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2012","2012",7661,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2013","2013",7742,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2014","2014",7767,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2015","2015",7772,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2016","2016",7749,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2017","2017",7721,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011163","Yangebup","A","Annual","2018","2018",7675,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2001","2001",4528,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2002","2002",4708,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2003","2003",4707,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2004","2004",4896,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2005","2005",5186,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2006","2006",5501,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2007","2007",5892,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2008","2008",6112,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2009","2009",6364,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2010","2010",6622,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2011","2011",6933,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2012","2012",7389,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2013","2013",7850,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2014","2014",8052,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2015","2015",8298,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2016","2016",8515,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2017","2017",8740,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011259","Beeliar - Wattleup","A","Annual","2018","2018",9067,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2001","2001",2130,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2002","2002",2413,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2003","2003",2563,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2004","2004",2694,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2005","2005",2780,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2006","2006",2849,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2007","2007",2835,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2008","2008",2850,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2009","2009",2882,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2010","2010",2901,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2011","2011",2947,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2012","2012",2905,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011260","Jandakot","A","Annual","2013","2013",2869,,
